study,Reference,Case,Location ,Location2,coordinate 1,coordinate 2,Region,Climate,Mean annual precipitation (mm),MAP (2001-2009),NDVI aster,NDVI,Soilwet,part of the gradient,gradient 2,Study type,Performance estimator,Performance estimator2,SGH test?,Study mechanism?,suggested mechanism,Neighbor life-form1,Neighbor life-form2,Neighbor life-form3,Neighbor species,Target life-form1,Target life-form2,Target life-form3,Target life-form4,Target species,Target ontogenetic phase1,Target ontogenetic phase2,Balance interaction,OBS,Main Hypothesis or Question,data usable for Meta?,ask the authors?,DATA META,MEANc,MEANe,SDc,SDe,Nc,Ne,SEc,SEe
10,"Forey E, Lortie CJ, Michalet R, 2009",10.25,"Aquitaine, France (south)",,,,temperate,temperate oceanic,1200 (south),699,,6.5,6460,greydune?,2,pattern,abundancy (density),abundance,,,,forb,herb,non-wood,Helichrysum stoechas,all (understory),several,several,several,all,all? (less seeds),several,negative,,,YES,NA,YES,82.7,60.1,46.39,28.85,32,32,8.2,5.1
10,"Forey E, Lortie CJ, Michalet R, 2009",10.26,"Aquitaine, France (south)",,,,temperate,temperate oceanic,1200 (south),699,,6.5,6460,greydune?,2,pattern,abundancy (cover),abundance,,,,forb,herb,non-wood,Helichrysum stoechas,all (understory),several,several,several,all,all? (less seeds),several,negative,,,"No, pseudoreplica pois há density and cover, dicou apenas density",NA,NO,37.5,14.8,27.72,11.88,32,32,4.9,2.1
10,"Forey E, Lortie CJ, Michalet R, 2009",10.27,"Aquitaine, France (south)",,,,temperate,temperate oceanic,1200 (south),699,,6.5,6460,greydune?,2,pattern,richness,richness,,,,forb,herb,non-wood,Helichrysum stoechas,all (understory),several,several,several,all,all? (less seeds),several,neutral,,,"No, pseudoreplica pois há density and cover, dicou apenas density",NA,YES,6.23,5.46,2.04,2.26,32,32,0.359999999999999,0.4
10,"Forey E, Lortie CJ, Michalet R, 2009",10.28,"Aquitaine, France (north)",,,,temperate,temperate oceanic,750 (north),749,0.304,7.6,6102,greydune?,2,pattern,abundancy (density),abundance,,,,shrub,shrub ,wood,Ephedra distachya,all (understory),several,several,several,all,all? (less seeds),several,positive,,,YES,NA,YES,59.4,93.8,23.76,40.73,32,32,4.2,7.2
10,"Forey E, Lortie CJ, Michalet R, 2009",10.29,"Aquitaine, France (north)",,,,temperate,temperate oceanic,750 (north),749,0.304,7.6,6102,greydune?,2,pattern,abundancy (cover),abundance,,,,shrub,shrub ,wood,Ephedra distachya,all (understory),several,several,several,all,all? (less seeds),several,positive,,,"No, pseudoreplica pois há density and cover, dicou apenas density",NA,NO,13.5,29.5,7.35,13.01,32,32,1.3,2.3
10,"Forey E, Lortie CJ, Michalet R, 2009",10.30,"Aquitaine, France (north)",,,,temperate,temperate oceanic,750 (north),749,0.304,7.6,6102,greydune?,2,pattern,richness,richness,,,,shrub,shrub ,wood,Ephedra distachya,all (understory),several,several,several,all,all? (less seeds),several,positive,,,YES,NA,YES,6.88,9.19,2.26,2.04,32,32,0.4,0.360000000000001
10,"Forey E, Lortie CJ, Michalet R, 2009",10.31,"Aquitaine, France (south)",,,,temperate,temperate oceanic,1200 (south),699,,6.5,6460,greydune?,2,pattern,abundancy (density),abundance,,,,forb,herb,non-wood,Pancratium maritimum,all (understory),several,several,several,all,all? (less seeds),several,neutral,,,YES,NA,YES,82.4,64.6,47.52,30.55,32,32,8.39999999999999,5.40000000000001
10,"Forey E, Lortie CJ, Michalet R, 2009",10.32,"Aquitaine, France (south)",,,,temperate,temperate oceanic,1200 (south),699,,6.5,6460,greydune?,2,pattern,abundancy (cover),abundance,,,,forb,herb,non-wood,Pancratium maritimum,all (understory),several,several,several,all,all? (less seeds),several,negative,,,"No, pseudoreplica pois há density and cover, dicou apenas density",NA,NO,38.5,19.7,26.59,10.18,32,32,4.7,1.8
10,"Forey E, Lortie CJ, Michalet R, 2009",10.33,"Aquitaine, France (south)",,,,temperate,temperate oceanic,1200 (south),699,,6.5,6460,greydune?,2,pattern,richness,richness,,,,forb,herb,non-wood,Pancratium maritimum,all (understory),several,several,several,all,all? (less seeds),several,neutral,,,"No, pseudoreplica pois há density and cover, dicou apenas density",NA,YES,6.34,6.17,1.47,2.55,32,32,0.26,0.45
11,"Armas C, Pugnaire FI, 2009",11.07,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,growth,growth,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,positive,,,YES. authors didn't provide mean+Sd for lenticus because there wasn't effect but they sended by e-mail,YES,YES,0.48,0.6,0.09,0.12,9,9,0.03,0.04
11,"Armas C, Pugnaire FI, 2009",11.08,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,growth,growth,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,YES. authors didn't provide mean+Sd for lenticus because there wasn't effect but they sended by e-mail,YES,YES,2.06,2.25,0.33,0.27,9,9,0.11,0.09
11,"Armas C, Pugnaire FI, 2009",11.09,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit number 2001),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,negative,,,"NO, because is a kind of pseudoreplica",NA,NO,868,75,1560.00,111.00,9,9,520,37
11,"Armas C, Pugnaire FI, 2009",11.10,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit number 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,negative,,,YES,NA,YES,915,544,483.00,213.00,9,9,161,71
11,"Armas C, Pugnaire FI, 2009",11.11,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit mass 2000),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,0.39,0.33,0.06,0.09,9,9,0.02,0.03
11,"Armas C, Pugnaire FI, 2009",11.12,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit mass 2001),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,negative,,,"NO, because is a kind of pseudoreplica",NA,NO,0.47,0.33,0.09,0.06,9,9,0.03,0.02
11,"Armas C, Pugnaire FI, 2009",11.13,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit mass 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,0.44,0.4,0.15,0.06,9,9,0.05,0.02
11,"Armas C, Pugnaire FI, 2009",11.14,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed dry mass 2000),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,negative,,,"NO, because is a kind of pseudoreplica",NA,NO,22.62,17.43,3.96,4.23,9,9,1.32,1.41
11,"Armas C, Pugnaire FI, 2009",11.15,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed dry mass 2001),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,negative,,,"NO, because is a kind of pseudoreplica",NA,NO,20.52,15.24,5.79,2.22,9,9,1.93,0.74
11,"Armas C, Pugnaire FI, 2009",11.16,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed dry mass 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,negative,,,"NO, because is a kind of pseudoreplica",NA,NO,25.32,17.59,3.66,1.89,9,9,1.22,0.63
11,"Armas C, Pugnaire FI, 2009",11.17,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed number 2000),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,4.41,4.6,1.17,0.69,9,9,0.39,0.23
11,"Armas C, Pugnaire FI, 2009",11.18,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed number 2001),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,5.73,5.49,0.99,0.42,9,9,0.33,0.14
11,"Armas C, Pugnaire FI, 2009",11.19,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed number 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Juniperus phoenicea subsp. turbinata,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,5.71,5.69,1.23,2.88,9,9,0.41,0.96
11,"Armas C, Pugnaire FI, 2009",11.20,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit number 2000),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,negative,,,"NO, because is a kind of pseudoreplica",NA,NO,5926,3657,2709.00,2985.00,9,9,903,995
11,"Armas C, Pugnaire FI, 2009",11.21,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit number 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,positive,,,YES,NA,YES,15494,17588,4338.00,10452.00,9,9,1446,3484
11,"Armas C, Pugnaire FI, 2009",11.22,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit mass 2000),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,58.8,56.52,16.98,13.50,9,9,5.66,4.5
11,"Armas C, Pugnaire FI, 2009",11.23,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit mass 2001),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,66.94,4.51,184.17,7.29,9,9,61.39,2.43
11,"Armas C, Pugnaire FI, 2009",11.24,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (fruit mass 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,66.81,60.97,9.75,12.54,9,9,3.25,4.18
11,"Armas C, Pugnaire FI, 2009",11.25,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed dry mass 2000),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,12.64,15.27,2.70,5.88,9,9,0.9,1.96
11,"Armas C, Pugnaire FI, 2009",11.26,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed dry mass 2001),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,12.47,12.18,1.20,1.56,9,9,0.4,0.52
11,"Armas C, Pugnaire FI, 2009",11.27,"Almeria, Spain",,,,temperate,dry mediteranean,220,313,0.208,2.5,6820,top of stabilized dune (open shrub),2,pattern,reprodutive (seed dry mass 2002),reproductive,,,,shrub ,shrub ,wood,all,shrub,shrub,shrub,wood,Pistacia lentiscus,adult,adult,neutral,,,"NO, because is a kind of pseudoreplica",NA,NO,17.31,1.01,49.68,4.29,9,9,16.56,1.43
13,"Brancalion PHS, Gabriel VD, Gomez JM, 2009",13.01,"São Paulo, Brazil",,25°04'S,47°55'W,tropical,tropical superhumid,NA,1875,,8.9,6835,forest (short restinga),3,pattern ,abundance (distance from neighbor),abundance,no,no,no,bromeliad,herb,non-wood,terrestrial tank bromeliads (species names no provided),tree,tree,tree,wood,Euterpe edulis,saplings (up 20cm height),young,negative,,"evaluate if terrestrial bromeliads create safe sites for the palm E. edulis establishment or act as natural traps for its dispersed seed, potentially limiting and collapsing plant establishment beneath its aggregates","NO, because the response variable is distance from the supposed nurse. It is a indirect wait to evaluate density but I think should not be used here. Ask Chris what he thinks about it.",NO,NO,,,,,,,,
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.01,"Fano, Italy",,"43°52'00""N","12°58'58""E",temperate,mediterranean,754,737,0.264,6.0,8076,early stage (open shrub),2,pattern,abundance (density 2001),abundance,no,yes,"increased soil fertility (nitrate, amonium, total N, phosphorus, potassium, OM, soil humidity, water holding capacity, microbial activity)",shrub ,shrub ,wood,Medicago marina,grass,grass,herb,non-wood,Lophochloa pubescens,all? (less seeds),several,positive,,"mechanism (that a nitrogen-fixer shrub species improves the soil fertility but its effect is species-specific, facilitate a second species but is negative for its own seedling ).","No, pseudoreplica, apenas o ultimo ano",NA,NO,96,559,148.96,419.16,12,12,43,121
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.02,"Fano, Italy",,,,temperate,mediterranean,754,737,0.264,6.0,8076,early stage (open shrub),2,pattern,biomass (2001),growth,,,,shrub ,shrub ,wood,Medicago marina,grass,grass,herb,non-wood,Lophochloa pubescens,adult,adult,positive,,,"NO, just last year",NA,NO,0.099,0.322,0.0173205080756887,0.162812775911474,12,12,0.00499999999999999,0.047
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.03,"Fano, Italy",,,,temperate,mediterranean,754,737,,6.0,8076,early stage (open shrub),2,pattern,abundance (density 2001),abundance,,,,shrub ,shrub ,wood,Medicago marina,shrub ,shrub,shrub,wood,Medicago marina,seedling,young,negative,,,"NO, they used Qui-quadrado, so they don't provide mean and SD",NO,NO,,,,,12,12,,
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.04,"Fano, Italy",,,,temperate,mediterranean,754,737,0.264,6.0,8076,early stage (open shrub),2,pattern,abundance (density 2003),abundance,,,,shrub ,shrub ,wood,Medicago marina,grass,grass,herb,non-wood,Lophochloa pubescens,all? (less seeds),several,positive,,,"No, pseudoreplica, apenas o ultimo ano",NA,NO,82.6,169,122.629197175877,142.028166220648,12,12,35.4,41
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.05,"Fano, Italy",,,,temperate,mediterranean,754,737,0.264,6.0,8076,early stage (open shrub),2,pattern,biomass (2003),growth,,,,shrub ,shrub ,wood,Medicago marina,grass,grass,herb,non-wood,Lophochloa pubescens,adult,adult,positive,,,"NO, just last year",NA,NO,0.0589,0.249,0.03,0.19,12,12,0.0085,0.055
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.06,"Fano, Italy",,,,temperate,mediterranean,754,737,,6.0,8076,early stage (open shrub),2,pattern,abundance (density 2003),abundance,,,,shrub ,shrub ,wood,Medicago marina,shrub ,shrub,shrub,wood,Medicago marina,seedling,young,negative,,,"NO, they used Qui-quadrado, so they don't provide mean and SD",NO,NO,,,,,12,12,,
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.07,"Fano, Italy",,,,temperate,mediterranean,754,737,0.264,6.0,8076,early stage (open shrub),2,pattern,abundance (density 2004),abundance,,,,shrub ,shrub ,wood,Medicago marina,grass,grass,herb,non-wood,Lophochloa pubescens,all? (less seeds),several,positive,,,YES,NA,YES,87,348,114.315353299546,242.487113059643,12,12,33,70
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.08,"Fano, Italy",,,,temperate,mediterranean,754,737,0.264,6.0,8076,early stage (open shrub),2,pattern,biomass (2004),growth,,,,shrub ,shrub ,wood,Medicago marina,grass,grass,herb,non-wood,Lophochloa pubescens,adult,adult,positive,,,YES,NA,YES,0.3,1.65,0.297912738901847,1.48956369450923,12,12,0.086,0.43
14,"Bonanomi G, Rietkerk M, Dekker SC, et al., 2008",14.09,"Fano, Italy",,,,temperate,mediterranean,754,737,,6.0,8076,early stage (open shrub),2,pattern,abundance (density 2004),abundance,,,,shrub ,shrub ,wood,Medicago marina,shrub ,shrub,shrub,wood,Medicago marina,seedling,young,negative,,,"NO, they used Qui-quadrado, so they don't provide mean and SD",NO,NO,,,,,12,12,,
21,"Feagin RA, Wu XB, 2007",21.01,"Texas, USA",,"29°12'36""N","94°55'12""W",temperate,subtropical,NA,1456,,5.1,7198,primary dunes (beach pioneer),1,pattern,abundance (density),abundance,no,no,no,NA,NA,NA,"Amaranthus gregii, Cakile geniculata, Sporobolus virginicus, Sesuvium portulacastrum",herbs (colonizer functional group),herb,herb,non-wood,"Amaranthus gregii, Cakile geniculata, Sporobolus virginicus, Sesuvium portulacastrum",all? (less seeds),several,positive,,The objective of this study was to show that functional groups and their associated spatial patterns drive the direction of sucession in a beach sand-dune community. ,"NO, there is not the treatments with and without neighbor",NO,NO,,,,,,,,
21,"Feagin RA, Wu XB, 2007",21.02,"Texas, USA",,,,temperate,subtropical,NA,1456,,5.1,7198,primary dunes (beach pioneer),1,pattern,abundance (density),abundance,,,,NA,NA,NA,"Ipomoea pes-caprae, Croton punctatus",herbs (soil binder functional group),NA,NA,NA,"Ipomoea pes-caprae, Croton punctatus",all? (less seeds),several,positive,,,"NO, there is not the treatments with and without neighbor",NO,NO,,,,,,,,
21,"Feagin RA, Wu XB, 2007",21.03,"Texas, USA",,,,temperate,subtropical,NA,1456,,5.1,7198,primary dunes (beach pioneer),1,pattern,abundance (density),abundance,,,,NA,NA,NA,"Spartina patens, Panicum amarum",herbs (competitor functional group),NA,NA,NA,"Spartina patens, Panicum amarum",all? (less seeds),several,neutral,,,"NO, there is not the treatments with and without neighbor",NO,NO,,,,,,,,
21,"Feagin RA, Wu XB, 2007",21.04,"Texas, USA",,,,temperate,subtropical,NA,1456,,5.1,7198,primary dunes (beach pioneer),1,pattern,abundance (density),abundance,,,,NA,NA,NA,"Amaranthus gregii, Cakile geniculata, Sporobolus virginicus, Sesuvium portulacastrum",herbs (soil binder functional group),NA,NA,NA,"Ipomoea pes-caprae, Croton punctatus",all? (less seeds),several,negative,"o desenho experimental não foi desenhado presumindo direção da interação, portanto não é possível definir ""neighbor"" e ""target""",,"NO, there is not the treatments with and without neighbor",NO,NO,,,,,,,,
21,"Feagin RA, Wu XB, 2007",21.05,"Texas, USA",,,,temperate,subtropical,NA,1456,,5.1,7198,primary dunes (beach pioneer),1,pattern,abundance (density),abundance,,,,NA,NA,NA,"Ipomoea pes-caprae, Croton punctatus",herbs (competitor functional group),NA,NA,NA,"Spartina patens, Panicum amarum",all? (less seeds),several,neutral,"o desenho experimental não foi desenhado presumindo direção da interação, portanto não é possível definir ""neighbor"" e ""target""",,"NO, there is not the treatments with and without neighbor",NO,NO,,,,,,,,
28,"Cheplick GP, 2005",28.05,"New York, USA",,,,temperate,NA,NA,1874,,8.4,6719,beach pioneer zone,1,pattern,abundance (density),abundance,,,,grass,herb,non-wood,Ammophila breviligulata,grass,grass,herb,non-wood,Triplasis purpurea,all? (less seeds),several,neutral,,,YES,NA,YES,34.87,32.67,34.9429248918862,29.7169581215844,170,176,2.68,2.24
28,"Cheplick GP, 2005",28.06,"New York, USA",,,,temperate,NA,NA,1874,,8.4,6719,beach pioneer zone,1,pattern,abundance (density),abundance,,,,grass,herb,non-wood,Ammophila breviligulata,grass,grass,herb,non-wood,Cenchrus tribuloides,all? (less seeds),several,negative,,,YES,NA,YES,37.22,21.02,37.3379927151956,12.6,137,144,3.19,1.05
28,"Cheplick GP, 2005",28.07,"New York, USA",,,,temperate,NA,NA,1874,,8.4,6719,beach pioneer zone,1,pattern,abundance (density),abundance,,,,grass,herb,non-wood,Ammophila breviligulata,forb,forb,herb,non-wood,Heterotheca subaxillaris,all? (less seeds),several,negative,,,YES,NA,YES,49.32,21.74,87.0824896290867,13.7741206615885,41,19,13.6,3.16
28,"Cheplick GP, 2005",28.08,"New York, USA",,,,temperate,NA,NA,1874,,8.4,6719,beach pioneer zone,1,pattern,reprodutive (seed production),reproductive,,,,grass,herb,non-wood,Ammophila breviligulata,grass,grass,herb,non-wood,Triplasis purpurea,adults,adult,negative,,,YES,NA,YES,63.62,33.09,87.2269281816115,38.3401825765084,170,176,6.69,2.89
28,"Cheplick GP, 2005",28.09,"New York, USA",,,,temperate,NA,NA,1874,,8.4,6719,beach pioneer zone,1,pattern,reprodutive (seed production),reproductive,,,,grass,herb,non-wood,Ammophila breviligulata,grass,grass,herb,non-wood,Cenchrus tribuloides,adults,adult,neutral,,,YES,NA,YES,19.26,20.91,22.9412118250105,24.12,137,144,1.96,2.01
28,"Cheplick GP, 2005",28.10,"New York, USA",,,,temperate,NA,NA,1874,,8.4,6719,beach pioneer zone,1,pattern,reprodutive (seed production),reproductive,,,,grass,herb,non-wood,Ammophila breviligulata,forb,forb,herb,non-wood,Heterotheca subaxillaris,adults,adult,neutral,,,YES,NA,YES,4173.42,3268.78,8881.32541104648,3905.52986442301,41,19,1387.03,895.99
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.01,"Rio de Janeiro, Brazil",,22°12'S,41°30'W,tropical,NA,NA,NA,,NA,NA,open shrub,2,pattern,abundance (density),abundance,no,no,NA,tree ,tree ,wood,Clusia hilariana (patch with Clusia dominance),woody species,several,several,wood,all woody species,seedling,young,neutral,"They didn't have a true control, since it was pathes without Clusia","They examined the differences in above-ground vegetation density and stratification and woody species composition and size structure on patches with Clusia dominance and in patches wothout Clusia dominance. Additionally they examinaned germination, mortality and growth of three woody species under this two kinds of patch.","NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.02,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,pattern,abundance (density),abundance,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),woody species,several,several,wood,all woody species,juvenile,young,positive,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.03,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,pattern,abundance (density),abundance,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),woody species,several,several,wood,all woody species,adult,adult,negative,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.04,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,pattern,richness,richness,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),woody species,several,several,wood,all woody species,seedling,young,positive,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.05,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,pattern,richness,richness,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),woody species,several,several,wood,all woody species,juvenile,young,positive,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.06,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,pattern,richness,richness,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),woody species,several,several,wood,all woody species,adult,adult,negative,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.07,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,experimental,germination,richness,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),shrub,shrub,shrub,wood,Protium icicariba,seed ,seed,neutral,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.08,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,experimental,germination,richness,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),shrub,shrub,shrub,wood,Erythroxylum ovalifolium,seed ,seed,neutral,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
29,"Dias ATC, Zaluar HLT, Ganade G, et al., 2005",29.15,"Rio de Janeiro, Brazil",,,,tropical,NA,NA,NA,,NA,NA,open shrub,2,experimental,growth (height),growth,,,,tree,tree,wood,Clusia hilariana (patch with Clusia dominance),tree,tree,tree,wood,Tapirira guianensis,seedling,young,neutral,,,"NO, because itdon't have a true control (without neighbor)",NO,NO,,,,,,,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.01,"Veracruz, Mexico",,19°31'N,96°23'W,tropical,NA (season nortes),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,rejected (temporal),somewhat,temperature reduction on sand surface and reduction of sand movement,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Trachypogon plumosus,adult,adult,positive,"Acho que parte dos dados publicados neste trabalho já haviam sido publicado por Martinez 2003 na Plant Ecology, ou seja, há duplicaçãode dados",The goal of this study was to explore whether the occurrence of facilitation varied in response to benefactor size and to microenvironmental changes wrought by seasonal weather fluctuations.,"No, pseudoreplica. Elles usaram tr6es estações do ano. Esta estção (nortes) me parece parecida com a dry. Apenas deixei a dry e a rainy pois são as mais contrastantes.",NA,NO,0.25,1.06,0.16,0.98,9,9,,
33,"Martinez ML, Perez-Maqueo O, Vasquez VM, 2004",33.02,"Veracruz, Mexico",,,,tropical,NA (season nortes),1260,657,0.151,6.7,5661,parabolic mobile dunes,2,pattern,abundance (density),abundance,,,,shrub,shrub ,wood,Chamaecrista chamaecristoides var. chamaecristoides,grass,grass,herb,non-wood,Schizachyrium scoparium var. littoralis,adult,adult,positive,,,YES,NA,NO,0.16,0.21,0.18,0.2,9,9,,
